label,sentence
5,"""유한양행 기술이전 계약으로 R&D 역량 재부각…목표가↑"""
5,"(R&D)의 역량이 재차 부각되고 있다고 평가했다. 투자의견은 매수를 유지했고 목표주가는 기존 8만2000원에서 8만5000원으로 상향했다. 선민정 하나금융투자 연구원은 ""유한양행은 지난 20일 미국 바이오텍 회사인 프로세사 파마슈티컬과 기능성 위장관 질환 치료제 YH12852의 글로벌..."
5,지자체 의료기기 집적단지 조성 목표 역량 집중 (이헬스통신)
5,지자체 의료기기 집적단지 조성 목표 역량 집중 예산·충주·김해 등 의료기기 개발·산업 허브 구축 강찬우 기자 *******@*-**********.*** 국내 지방자치단체들이 의료기기 산업에 지역 사회 발전에 사활을 걸고 있다. 24일 업계에 따르면 충남 예산 충북 충주 경남 김해 등 지자체들은 지역 사회...
5,중부대학교 학생성장교육혁신원 ‘교수학습-교육성과-학생역량’을 목표로 한...
5,중부대학교 학생성장교육혁신원 '교수학습-교육성과-학생역량'을 목표로 한 학생성장교육혁신원 설립 ▲ <학생성장교육혁신원 주간 정례회의 사진(20.03.16.월)> 중부대학교(총장 엄상현) 학생성장교육혁신원은 우리대학의 교육이념을 구현하고 교육목표 및 장기발전계획의 성과를 달성하기 위한...
5,[고객센터 운영] 콜센터 비전 및 목표와 핵심역량 #1
5,두 번째 고객센터운영이야기는 고객센터 비전 및 목표와 핵심역량에 대한 영상입니다. 이 영상은 고객센터 관리자나 후보자 또는 고객센터 운영에 관심이 많은 분들에게 도움을 드리고자 만든 영상입니다. 영상이 길어서 두개로 나누어서 나누어 올리는 점 이해바랍니다.
5,2015 개정 교육과정 성취기준 수학 국어 과학 영어 핵심 역량 총론 교육 목표
5,그래서 오늘은 2015 개정 교육과정 성취기준 및 각 과목별 핵심 역량 그리고 총론에 대해 알아보려고 합니다. 먼저 2015 개정 교육과정이 무엇인지... 그래서 추가적으로 초·중·고 교육 목표에 대해 알아봤습니다. 초등학교 교육 목표 초등학교 교육은 학생의 일상생활과 학습에 필요한 기본 습관...
5,역량평가 멘토링 목표수립
5,목표(O): 역량평가 패스를 위한 학습계획을 수립한다. 핵심결과: 1. 역량 멘토링을 시험 6개월 전에 신청한다 2. 과목별(OP IB RP GD) 목표점수를 정한다 3. D-Day 학습일정과 방법을 수립한다 4사분면의 핵심결과는 역량평가 멘토링(전문가)을 신청하고 목표점수가 정해지고 학습계획을 수립하는...
5,[리더십 셰르파] 목표수립 시 주된 감안 사항 - 업적목표와 역량목표
